text,label
"On April 23, 2010, the Arizona State Legislature passed S.B. 1070; Governor Jan Brewer signed the bill into law. On July 6, 2010, the United States sought to stop the enforcement of S.B. 1070 in federal district court before the law could take effect. The district court did not enjoin the entire act, but it did enjoin four provisions. The court enjoined provisions that (1) created a state-law crime for being unlawfully present in the United States, (2) created a state-law crime for working or seeking work while not authorized to do so, (3) required state and local officers to verify the citizenship or alien status of anyone who was lawfully arrested or detained, and (4) authorized warrantless arrests of aliens believed to be removable from the United States. Arizona appealed the district court's decision to the U.S. Court of Appeals for the Ninth Circuit. The appellate court affirmed the district court's decision, holding that the United States had shown that federal law likely preempted: (a) the creation of a state-crime for violation of federal registration laws, (b) the creation of a state-crime for work by unauthorized aliens, (c) the requirement to verify citizenship of all detained persons, and (d) the authorization for police officers to effect warrantless arrests based on probable cause of removability from the United States. Arizona appealed the court's decision.",0
"Geertson Seed Farms (""Geertson"") and Trask Family Seeds (""Trask"") sought an injunction against Monsanto Company (""Monsanto"") in a California federal district court. Geertson and Trask feared that the wide-scale sale of a new Monsanto alfalfa variety, resistant to one of the company's herbicides, would lead to cross-pollination with Geertson's and Trask's conventional alfalfa variety and thereby lead to its disappearance. The district court granted the injunction pending an Environmental Impact Statement (""EIS"") about the effect of Monsanto's new alfalfa variety. On appeal, the U.S. Court of Appeals for the Ninth Circuit affirmed holding that the injunction was appropriate and that an evidentiary hearing was not required before the issuance of the injunction.",1
"Charmaine Hamer, a former intake specialist for the Housing Services of Chicago (NHS) and Fannie Mae’s Mortgage Help Center, filed suit against her former employers, alleging violations of the Age Discrimination in Employment Act and Title VII of the Civil Rights Act of 1964. The district court granted summary judgment in favor of Fannie Mae and NHS on September 14, 2015. Under Federal Rule of Appellate Procedure 4(a)(1)(A) and 28 U.S.C. Section 2107(a), Hamer had until October 14, 2015 to appeal the judgment. On October 8, 2015, her attorney filed a motion to extend the appeal deadline to December 14, 2015, which the district court granted. Hamer filed her appeal on December 11, 2015. In a brief requested by the appellate court, Fannie Mae and NHS argued that Hamer’s appeal was untimely under Rule 4(a)(5)(C) and thus that the appellate court lacked jurisdiction over the appeal. That rule states that “[n]o extension under this Rule 4(a)(5) may exceed 30 days after the prescribed time or 14 days after the date when the order granting the motion is entered, whichever is later.” Hamer argued that the rule is at odds with 28 U.S.C. Section 2107(a), which provides that “the district court may, upon motion filed not later than 30 days after the expiration of the time otherwise set for bringing appeal, extend the time for appeal upon a showing of excusable neglect or good cause.” The appellate court found Hamer’s argument unpersuasive and dismissed her appeal for lack of jurisdiction.",1
"In 1977, the Iranian Ministry of Defense entered into an agreement with an American defense contractor for the purchase of military equipment to be used by the Iranian Air Force. After the Iranian Revolution of 1979, the American company breached its contract with Iran and sold the equipment elsewhere. Iran requested arbitration before the International Chamber of Commerce (ICC) and received $2.8 million in damages for breach of contract. Iran then reduced the award to a judgment in the U.S. District Court for the Southern District of California. Dariush Elahi, brought a wrongful death claim against the Iranian government alleging that Iranian agents had assassinated his brother in Paris in 1990. Elahi was awarded over $300 million in damages by the U.S. District Court for the District of Columbia. He attempted to satisfy this judgment in part by attaching the damages Iran had recovered from the previous contract dispute. Iran argued that the previous recovery was immune from attachment. The U.S. District Court for the Southern District of California held that Iran had waived its immunity from attachment by submitting to the jurisdiction of the ICC and the district court in its prior contract dispute. The U.S. Court of Appeals for the Ninth Circuit agreed with the district court's ruling but on different grounds. The court held that Elahi could attach the Iranian judgment under Section 201(a) of the Terrorism Risk Insurance Act of 2002, which allows creditors such as Elahi to attach ""the blocked assets of [a] terrorist party."" Eschewing the jurisdiction argument relied on by the district court, the Ninth Circuit characterized Iran as a ""terrorist party"" and held that the contract judgment was a ""blocked asset"" subject to attachment.",1
"Two non-profit groups merged to form the group Taxation With Representation of Washington (TWR). One of the original groups obtained 501(c)3 status from the Internal Revenue Service (IRS), which allowed donors to make tax-deductible donations to it. Because the other group participated in political lobbying, it did not qualify for 501(C)(3) status and could not offer tax-deductible donations. Since the newly formed TWR also participated in ""substantial lobbying,"" the IRS denied it tax-deduction privileges. TWR alleged in District Court that the IRS's ""substantial lobbying"" restriction for 501(C)(3) status violated its First Amendment rights by imposing an ""unconstitutional burden"" on its ability to receive tax-deductible donations. TWR also argued that the restriction violated its Fifth Amendment equal protection rights since veterans' organizations that lobbied extensively could receive tax-deductible donations. The District Court dismissed the complaint but the Court of Appeals for the District of Columbia ruled that the ""substantial lobbying"" restriction did impair TWR's Fifth Amendment equal protection rights.",1
"Farr, Whitlock & Co. contracted to buy sugar from a Cuban corporation. The corporation loaded the sugar on to the S.S. Hornfels, but in response to President Eisenhower reducing the Cuban sugar quota, Cuba issued a decree taking possession of the sugar. The Cuban government would only allow the sugar to leave Cuba if Farr, Whitlock entered into a new contract with Banco Nacional de Cuba, an instrumentality of the Cuban government. After the sugar left Cuba, Farr, Whitlock refused to pay Banco Nacional. Banco Nacional sued in the U.S. District Court for the Southern District of New York to recover payment. The court granted summary judgment for Far, Whitlock, holding that Cuba’s taking of the sugar violated international law. The U.S. Court of Appeals for the Second Circuit affirmed.",1
"Hughes Properties owned a casino called Harold’s Club in Reno, Nevada. This casino operated slot machines that featured “progressive” jackpots. This jackpot increased as gamblers played and only paid out when the machine hit a certain combination. State gaming regulations prohibited lowering the jackpot until someone won. At the end of each fiscal year, Hughes took the year’s total progressive jackpots and subtracted the amount of last year’s jackpots to claim that amount as a business expense deduction. The Internal Revenue Service disallowed the deduction, reasoning that until a patron won the jackpot, the liability was contingent. The IRS determined a tax deficiency amount, which Hughes paid before suing for a refund. The United States Claims Court granted summary judgment to Hughes on the ground that the jackpot amount was contingent until someone won it. The U.S. Court of Appeals for the Federal Circuit affirmed, holding that the casino’s liability was not contingent because state regulations barred a decrease in the amount.",0
"In 1997, Dodd was convicted under federal law for knowingly and intentionally engaging in a continuing criminal enterprise. On April 4, 2001 he filed a motion that the conviction should be set aside because it was contrary to the U.S. Supreme Court's decision in 1999 in Richardson v. U.S. In that case, the Court held that a jury must agree unanimously that a defendant is guilty of each of the specific violations that constitute the continuing criminal enterprise. The district court rejected Dodd's motion, because it was filed more than a year after the Court decided Richardson. Under federal law, the one-year limitation period in which a prisoner may file a motion to change his sentence, begins ""on the date on which the right asserted was initially recognized by the Supreme Court, if that right has been newly recognized by the Supreme Court and made retroactively applicable to cases on collateral review."" The 11th Circuit affirmed.",0
"Missouri prosecutors offered Galin Edward Frye two deals while seeking his conviction for driving while his license was revoked, but his lawyer never told Frye about the offers. Frye pleaded guilty to a felony charge and was sentenced to three years in prison. He appealed, saying his lawyer should have told him about the previous deals. A Missouri appeals court agreed. Prosecutors contend that not knowing about the deals they offered doesn't mean that Frye didn't know what he was doing when he decided to plead guilty.",1
"Since 1941, Florida has granted a $500 property tax exemption for widows but no similar exemption for widowers. Widower Mel Kahn applied to the Dade County Tax Assessor’s Office for the property tax exemption, which was denied. He sued in circuit court and sought a declaratory judgment. The circuit court held that the statute was gender-based and therefore violated the Equal Protection Clause of the Fourteenth Amendment. The Florida Supreme Court reversed and held that the gender classification had a “fair and substantial relation” to the purpose of the legislation.",0
"Roth operated a book-selling business in New York and was convicted of mailing obscene circulars and an obscene book in violation of a federal obscenity statute. Roth's case was combined with Alberts v. California , in which a California obscenity law was challenged by Alberts after his similar conviction for selling lewd and obscene books in addition to composing and publishing obscene advertisements for his products.",0
"Catherine Ratliff was the attorney for Ruby Kills Ree in her successful suit against the Social Security Administration for Social Security benefits. The district court also granted Kills Ree’s motion for an award of attorney’s fees under the Equal Access to Justice Act (EAJA). Before paying the fee award, the government discovered that Kills Ree owed the government a debt that predated the fee award and accordingly sought to offset the fee award against the debt. Ratliff then intervened in the case to challenge the offset and argued that the fee award belonged to her and therefore could not be used to offset Kills Ree’s debt. The district court held that the offset was proper because the fee award goes to the “prevailing party,” not directly to the attorney. The U.S. Court of Appeals for the Eighth Circuit reversed and held that precedent established that EAJA fee awards go to the attorney.",1
"Phillip Bosco died with a great deal of tax debt, so the government sued his widow, Lucille Mitzi Bosco Rodgers, to force her to sell the house in which she currently resided to pay off his debt. Rodgers, however, was not in debt and under Texas law, had a separate right to the homestead. The district court held Rodgers had a state-created right not to have her homestead subjected to a force sale. The U.S. Court of Appeals for the Fifth Circuit affirmed.",1
"The Patent Trial and Appeal Board consists of a Director, a Deputy Director, a Commissioner for Patents, a Commissioner for Trademarks, and administrative patent judges. Under 35 U.S.C. § 6(a), the Secretary of Commerce, in consultation with the Director of the U.S. Patent and Trademark Office (USPTO), appoints Administrative Patent Judges (APJs) to the Board. Among other responsibilities, APJs decide questions of patentability in inter partes review, a “hybrid proceeding” with “adjudicatory characteristics similar to court proceedings.” Arthrex owns a patent that was subject to inter partes review, and a three-judge panel consisting of three APJs issued a final written decision finding the claims unpatentable. Arthrex appealed to the U.S. Circuit Court for the Federal Circuit, claiming that the appointment of APJs violates the Appointments Clause of the U.S. Constitution. The Federal Circuit agreed, finding that the statute as currently constructed makes APJs principal officers, who must be appointed by the President with the advice and consent of the Senate. The court severed the portion of the Patent Act restricting removal of the APJs in order to render them inferior officers and thus remedy the constitutional appointment problem.",1
"Richard Shapero submitted a client solicitation letter to the Kentucky Attorneys Advertising Commission for approval. Shapero directed the letter at individuals who were about to lose their houses to foreclosure. The Commission found nothing false or misleading with the letter, but denied approval under a Kentucky Supreme Court rule, which prohibited direct mail advertisements “precipitated by a specific event” such as foreclosure. Shapero then sought an advisory opinion from the Kentucky Bar Association’s Committee on Legal Ethics. The committee upheld the Advertising Commission’s ruling. On review, the Kentucky Supreme Court affirmed.",1
"In November 2006 election, a majority of Michigan voters supported a proposition to amend the state constitution to prohibit ""all sex-and race-based preferences in public education, public employment, and public contracting."" The day after the proposition passed, a collection of interest groups and individuals formed the Coalition to Defend Affirmative Action, Integration and Immigration Rights and Fight for Equality by Any Means Necessary (Coalition). The Coalition sued the governor and the regents and boards of trustees of three state universities in district court by arguing that the proposition as it related to public education violated the Equal Protection Clause. About a month later, the Michigan Attorney General and Eric Russell, an applicant to the University of Michigan Law School, filed separate motions to intervene as defendants, which were granted. Both sides moved for summary judgment and the plaintiffs moved to have Russell removed from the case as he did not represent interests separate from those of the Michigan Attorney General. The district court granted summary judgment in favor of the defendants and granted the motion to remove Russell as an intervenor. The U.S. Court of Appeals for the Sixth Circuit affirmed in part and reversed in part by holding the proposed amendment unconstitutional and upholding the removal of Russell as a party to the litigation.",1
"The Defense of Marriage Act (DOMA), enacted in 1996, states that, for the purposes of federal law, the words ""marriage"" and ""spouse"" refer to legal unions between one man and one woman. Since that time, some states have authorized same-sex marriage. In other cases regarding the DOMA, federal courts have ruled it unconstitutional under the Fifth Amendment, but the courts have disagreed on the rationale. Edith Windsor is the widow and sole executor of the estate of her late spouse, Thea Clara Spyer, who died in 2009. The two were married in Toronto, Canada, in 2007, and their marriage was recognized by New York state law. Thea Spyer left her estate to her spouse, and because their marriage was not recognized by federal law, the government imposed $363,000 in taxes. Had their marriage been recognized, the estate would have qualified for a marital exemption, and no taxes would have been imposed. On November 9, 2010 Windsor filed suit in district court seeking a declaration that the Defense of Marriage Act was unconstitutional. At the time the suit was filed, the government's position was that DOMA must be defended. On February 23, 2011, the President and the Attorney General announced that they would not defend DOMA. On April 18, 2011, the Bipartisan Legal Advisory Group of the House of Representatives filed a petition to intervene in defense of DOMA and motioned to dismiss the case. The district court denied the motion, and later held that DOMA was unconstitutional. The U.S. Court of Appeals for the Second Circuit affirmed.",0
"Robert Williams escaped from a mental hospital and lived at the Des Moines YMCA. Soon thereafter, a 10-year-old girl disappeared from the YMCA while at her brother’s wrestling match. A boy in the parking lot saw Williams carrying a large bundle to his car with two “skinny and white” legs in it. The next day, police found Williams’ abandoned car about 160 miles east of Des Moines. Williams soon turned himself in to police in Davenport, Iowa. Williams said he would tell police the whole story once he saw his lawyer in Des Moines. Williams spoke with a local attorney and reiterated his intention to confess when he saw his attorney in Des Moines. Davenport police promised not to question Williams during the drive to Des Moines. During the drive, however, the detective, knowing that Williams was deeply religious, told Williams that the girl’s family wanted to give her a “Christian burial” and suggested that they stop to locate the body. As a result of the officer's pointed statements, Williams made incriminating statements and ultimately led police to the girl’s body. He was indicted for first-degree murder. At trial, Williams moved to suppress all evidence relating to the car ride conversation, arguing that the questioning violated Williams’ Sixth Amendment right to counsel. The judge denied the motion, and a jury found Williams guilty. The Iowa Supreme Court affirmed the conviction. Williams petitioned for a writ of habeas corpus in the U.S. District Court for the Southern District of Iowa. The court granted the writ, finding that speaking to Williams during the drive violated his right to counsel, and the evidence in question was wrongly admitted at trial. The U.S. Court of Appeals for the Eighth Circuit affirmed.",0
"Under the False Claims Act (FCA), ""any person"" who ""knowingly presents, or causes to be presented, to an officer or employee of the United States Government...a false or fraudulent claim for payment or approval"" is liable to the federal government. A private person may bring a qui tam action ""in the name of the Government"" under the FCA. After the National Institute of Drug Abuse gave Cook County Hospital a $5 million research grant, Janet Chandler, who ran the study for a nonprofit research institute affiliated with the hospital, filed a qui tam action, claiming that Cook County and the institute had submitted false statements to obtain grant funds. Based on precedent, which held that States are not ""persons"" subject to FCA qui tam actions, the District Court granted the County's motion to dismiss. The Court of Appeals reversed.",0
"A Massachusetts law required trial courts to exclude members of the press and public from certain cases involving sexual offenses and testimony of victims less than eighteen years old. In a trial involving a male who was accused of raping three minors, the court, acting in reference to the Massachusetts statute, conducted a closed trial.",1
"In 1966, Congress passed the National Traffic and Motor Vehicle Safety Act of 1966, which gave the Secretary of Transportation the power to issue motor vehicle safety standards. The Secretary also has the ability to delegate that power to another agency, in this case the National Highway Transportation Safety Administration (NHTSA). The Act also authorizes judicial review to determine whether the NHTSA acted arbitrarily and capriciously. In 1967, the Department of Transportation first issued Standard 208, which at that point only required all automobiles to have seat belts. By 1975, Standard 208 had been revised multiple times to require passive restraints, such as airbags and seat belts that would operate automatically and not require action on the part of the occupants. Because of the unpopularity of the standard, in 1974 Congress amended the Act to allow alternative safety measures. In 1976, Secretary of Transportation William Coleman suspended the passive restraint requirement entirely. The succeeding Secretary of Transportation, Brock Adams, issued Modified Standard 208, which required passive restraints in large cars of model year 1982 or later and in all cars of model year 1984 or later. In 1981, Secretary of Transportation Andrew Lewis began reconsidering Modified Standard 208. The NHTSA rescinded the passive restraint requirement of Modified Standard 208 because it determined that the restraints would not have the expected safety benefits, so the requirement would not be reasonable or practicable. State Farm Mutual Automobile Insurance Company and the National Association of Independent Insurers filed for review of the NHTSA’s decision, and the U.S. Court of Appeals for the District of Columbia Circuit held that the NHTSA’s decision to rescind the standard was arbitrary and capricious. The Court of Appeals held that there was not enough evidence to support the NHTSA’s position and that the NHTSA failed to properly consider alternative possibilities under which the standard could be effective.",1
"These are two consolidated cases involving several individuals involved in a tax evasion scheme. The petitioners were indicted and testified before a grand jury without being warned of their constitutional privilege against self-incrimination. For this reason, the district court dismissed the indictment. The appeals court affirmed the dismissal. While the appeal was pending, the United States initiated a new grand jury proceeding and, at a trial by jury, the petitioners were found guilty. The U.S. Court of Appeals for the Second Circuit affirmed. The petitioners suspected that prosecutors used privileged information gained in the first indictment to aid in the second proceeding, violating the Due Process Clause of the Fifth Amendment.",0
"Jeffrey Fischer, while president and part owner of Quality Medical Consultants, Inc. (QMC), arranged for QMC to receive a $1.2 million loan from West Volusia Hospital Authority (WVHA), a municipal agency that operates two hospitals, which participate in and receive funding from the federal Medicare program. To get the loan, Fischer pledged QMC's accounts receivables and offered a $1 million letter of credit. After a 1994 audit of WHVA raised questions about the QMC loan, Fischer was indicted for federal bribery, including defrauding an organization which ""receives, in any one year period, benefits in excess of $10,000 under a Federal program."" A jury convicted him and the District Court sentenced him to imprisonment, imposed a term of supervised release, and ordered the payment of restitution. On appeal, Fischer argued that the Government failed to prove WHVA, as the organization affected by his wrongdoing, received ""benefits in excess of $10,000 under a Federal program,"" as required by the federal bribery statute. In rejecting that argument and affirming the convictions, the Court of Appeals held that funds received by an organization constitute ""benefits"" within the statute's meaning if the source of the funds is a federal program, like Medicare, which provides aid or assistance to participating organizations.",0
"In 1992, Angel Francisco Breard, a citizen of Paraguay, was convicted of the attempted rape and capital murder of Ruth Dickie. Breard was scheduled to be executed by the Commonwealth of Virginia in 1996. Ultimately, Breard filed a motion for habeas relief in Federal District Court, alleging that arresting authorities violated the Vienna Convention on Consular Relations when they failed to inform him that, as a foreign national, he had the right to contact the Paraguayan Consulate. The court concluded that Breard had procedurally default this claim by failing to raise it in state court. The Court of Appeals affirmed. In 1996, Paraguayan officials brought suit alleging that Virginia officials had violated their rights under the Vienna Convention by failing to inform Breard of his treaty rights and the Paraguayan consulate of Breard's situation. Ultimately, the District Court concluded that it lacked jurisdiction. The Court of Appeals affirmed.",0
"Thomas Eugene Ice was convicted in state court in Oregon on two counts of first-degree burglary with intent to commit sexual abuse, as well as two counts of first-degree sexual abuse committed during those burglaries. Over Ice's objection, the trial court imposed consecutive sentences based on its own findings of fact. Ice appealed, raising the question whether the Oregon or U.S. Constitutions require a jury, rather than a judge, to make the factual findings upon which a court decides to prescribe consecutive sentences. The Oregon Court of Appeals held that the consecutive sentences were not in violation of the State's Constitution because none of the factual issues reviewed by the judge were an ""element"" of the crime. However, the sentences did violate the Sixth Amendment of the U.S. Constitution because the factual findings were not made by a jury but were used to increase Ice's punishment to more than what the jury had imposed.",1
"In a number of consolidated cases from Louisiana, several defendants were convicted of disturbing the peace by sitting at lunch counters that were reserved for patrons of a different race and refusing to leave. Defendants alleged that their convictions were based upon no evidence of guilt and, therefore, denied them of due process of the law. Defendants were denied post-conviction relief in the state courts, and the Court granted certiorari.",1
"Transcontinental Gas Pipe Line Corporation (TGPL) proposed a plan for gas allocation among its customers to deal with a gas shortage. Under the plan, customers who used over the system-wide average would have to pay extra, and those who used less would receive a rebate. The Federal Power Commission (FPC) rejected the plan, stating it violated the Natural Gas Act, which prohibits discrimination among customers. The TGPL sought review of the FPC decision in the U.S. Court of Appeals for the District of Columbia. The court directed the FPC to conduct a review of TGPL’s records to determine the extent of the gas shortage. The FPC refused, arguing that the court overstepped its bounds by interfering with an independent administrative agency. The FPC also argued that the extent of the gas shortage was not material to the issues in the litigation.",1
"Michael Biestek worked for most of his life as a carpenter and a construction laborer. He stopped working in June 2005 due to a degenerative disc disease, Hepatitis C, and depression. He applied for SSI and SSDI benefits in March 2010, alleging a disability onset date of October 28, 2009. The Social Security Administration (SSA) denied his application in August 2010, an Administrative Law Judge (ALJ) denied his application, and the Social Security Administration Appeals Council denied review. Biestek timely appealed, and the district court adopted the magistrate judge’s finding that the ALJ had not obtained necessary medical-expert testimony and did not pose a sufficiently specific hypothetical to the vocational expert. On remand, the ALJ found that Biestek was disabled from May 4, 2013, but not before. Biestek appealed the ALJ’s determination, and the district court affirmed. The Sixth Circuit affirmed the district court, holding that substantial evidence supported the ALJ’s finding that Biestek did not meet the back-pain-related impairment requirement and that the ALJ properly evaluated the testimony of medical experts and a vocational expert.",0
"BCI Coca-Cola Bottling Company of Los Angeles fired African-American employee Stephen Peters. Human Resources Manager Pat Edgar decided to fire Peters in part because of a report of insubordination filed against Peters by his immediate supervisor, Cesar Grado. The Equal Employment Opportunity Commission (EEOC) claimed that Peters was a victim of invidious discrimination because Grado, an Hispanic, treated non-African American employees less harshly. EEOC filed suit against BCI on behalf of Stephens under Section 703(a) of Title VII of the Civil Rights Act of 1964, which prohibits discrimination against employees. Though a District Court concluded that Grado was racially biased, it dismissed the case because the evidence failed to prove that Edgar's decision to fire Stephens was sufficiently affected by Grado's discriminatory bias. The U.S. Court of Appeals for the Tenth Circuit decided that a jury should determine whether or not Grado's bias affected Edgar's decision to fire Stephens, and it sent the case to trial. The Tenth Circuit cited the subordinate bias theory of liability, which holds a company liable for a discriminatory firing even if the employee who made the actual decision to fire was not the employee harboring racial bias.",0
"Pete Hernandez, an agricultural worker, was indicted for the murder of Joe Espinoza by an all-Anglo (white) grand jury in Jackson County, Texas. Claiming that Mexican-Americans were barred from the jury commission that selected juries, and from petit juries, Hernandez' attorneys tried to quash the indictment. Moreover, Hernandez tried to quash the petit jury panel called for service, because persons of Mexican descent were excluded from jury service in this case. A Mexican-American had not served on a jury in Jackson County in over 25 years and thus, Hernandez claimed that Mexican ancestry citizens were discriminated against as a special class in Jackson County. The trial court denied the motions. Hernandez was found guilty of murder and sentenced by the all-Anglo jury to life in prison. In affirming, the Texas Court of Criminal Appeals found that ""Mexicans are...members of and within the classification of the white race as distinguished from members of the Negro Race"" and rejected the petitioners' argument that they were a ""special class"" under the meaning of the Fourteenth Amendment. Further, the court pointed out that ""so far as we are advised, no member of the Mexican nationality"" challenged this classification as white or Caucasian.",1
"Mark Rotella was admitted to a Brookhaven Psychiatric Pavilion in 1985 and discharged in 1986 after Brookhaven allegedly coerced him to stay longer than he intended. In 1994, the facility's parent company pleaded guilty to charges of fraud, conspiracy and violations of RICO, for giving physicians monetary incentives to needlessly admit, treat and retain patients at their hospitals. Rotella learned of the plea that same year, and in 1997 he filed a civil damages action under the Racketeer Influenced and Corrupt Organizations Act (RICO), claiming that the Brookhaven doctors and related business entities, had conspired to keep him hospitalized to maximize their profits. RICO makes it criminal ""to conduct"" an ""enterprise's affairs through a pattern of racketeering activity."" A ""pattern"" requires at least two acts of racketeering activity, the last of which occurred within 10 years after the commission of a prior act. Brookhaven countered that the statute of limitations under RICO had run on the charge. The District Court granted Brookhaven summary judgment on the ground that the 4-year limitation period for civil RICO claims had expired in 1990, four years after Rotella admitted discovering his injury. In affirming, the Court of Appeals rejected Rotella's argument that the limitations period does not begin to run until a plaintiff discovers (or should have discovered) both the injury and the pattern of racketeering activity.",0
"In 1999, shortly after Robert and Karen Capato were married in New Jersey, Robert was diagnosed with esophageal cancer, and was advised that chemotherapy might render him sterile. Before beginning treatment, Robert deposited semen at the Northwest Center for Infertility and Reproductive Endocrinology so the couple could conceive a child in the future. Karen Capato conceived a child naturally, however, giving birth to a son in August of 2001. The Capatos wanted their son to have a sibling, but Robert's health deteriorated quickly, and he died in Florida in March of 2002. He was insured by social security when he died. His will named only his son and two children from a previous marriage as beneficiaries. Shortly after Robert's death, Karen began treatment for in vitro fertilization using her husband's frozen semen. She gave birth to twins on September 23, 2003, eighteen months after her husband's death. In October 2003, Karen applied for benefits from the Social Security Administration on behalf of her twins. § 416(e) of the Social Security Act (""SSA"") defined ""child"" as ""the child or legally adopted child of an individual"". In addition, the child must be dependent on an insured individual at the time of the qualified individual's death. § 416(h) provided an alternate method of determining a child's qualification, directing the Commissioner of Social Security to look to the intestate property laws of the domiciliary of the deceased insured individual. The Social Security Administration denied her claim, and Karen requested a hearing in front of an administrative court. While noting that granting benefits would be consistent with the purpose of social security, the court held that the twins were not Robert's ""child(ren)"" for the purposes of the SSA. The district court affirmed, echoing the ALJ's interpretation of ""child(ren)"". The court also held that because Robert died while domiciled in Florida, Florida's law of intestacy applies. The United States Court of Appeals, Third Circuit, held that the twins were clearly children under § 416(e) of the SSA because they were the biological children of a married couple. It rejected the district court's argument that Florida state intestacy law should apply before § 416(e), holding § 416(h) to be an alternate definition only used when a child's status is in doubt.",1
"Orion Manufacturing Corporation (Orion) was a customer of Philadelphia Gear Corporation (PG). To provide a guarantee of payment to PG, Orion obtained a letter of credit for the benefit of PG from Penn Square Bank, N.A. (Bank). If Orion failed to pay an invoice to PG for at least 15 days, PG could draw upon that line of credit, up to $145,200. This type of credit line, meant to guarantee payment to a seller, is referred to as a standby letter of credit. To back up that line of credit, Orion executed an unsecured promissory note in favor of the Bank. This note is referred to as a backup letter of credit. Nothing was due on the backup letter of credit unless PG presented drafts on the standby letter of credit. Thus the backup letter was a contingent promissory note. The Bank did not credit any account of Orion's in exchange for the note, and did not treat its own assets as increased by its acceptance of the note. In 1982, the Bank was declared insolvent and the Federal Deposit Insurance Corporation (FDIC) was appointed its receiver. PG presented drafts on the standby letter of credit for goods delivered before the Bank's insolvency, but the FDIC returned them unpaid. PG sued the FDIC, claiming that the standby letter of credit was an insured deposit under the definition of ""deposit"" set forth at 12 U.S.C. Section 1813(l)(1), and that PG was therefore entitled to $100,000 in deposit insurance.",1
"The Equal Employment Opportunity Commission (EEOC) received a complaint from a woman who claimed Mach Mining, LLC (Mach Mining) denied her a job because of her gender. The EEOC determined that there was reasonable cause to believe Mach Mining had discriminated against female applicants and began conciliation, but the parties ultimately could not agree and the EEOC sued on the female applicants' behalf. Mach Mining argued that the EEOC did not conciliate in good faith, and the EEOC moved for summary judgment on whether failure to conciliate in good faith is a viable defense to its suit for unlawful discrimination. The district court denied the motion and held that courts may review the EEOC's informal settlement efforts to determine whether the EEOC made a sincere and reasonable effort to negotiate. Nonetheless, the court certified the question to the U.S. Court of Appeals for the Seventh Circuit. The appellate court reversed and held that, so long as the EEOC has pleaded that it complied with Title VII and the relevant documents are facially sufficient, judicial review is satisfied. The appellate court noted that Title VII gives the EEOC complete discretion to accept or reject settlement offers during informal conciliation and provides no standard to evaluate the failure-to-conciliate affirmative defense. Therefore, the appellate court determined that allowing an employer to use failure-to-conciliate as an affirmative defense would protract and complicate employment discrimination cases.",1
"The City of San Jose enacted a rent-control ordinance in 1979 in an attempt to alleviate the problem of skyrocketing rent prices due to the growing shortage of and the increasing demand for housing. Part of the ordinance allowed a Mediating Hearing Officer to consider as one factor ""hardship to a tenant"" when evaluating rent increases imposed by landlords.",0
"On April 4, 1977, sixteen-year-old Monty Lee Eddings and several of his friends ran away from home. Before leaving, Eddings took three of his father’s firearms, including a .410 gauge shotgun with a shortened barrel. Before reaching the Turner Turnpike near Tulsa, the group stopped at a Howard Johnson restaurant. As they were leaving, Eddings lost control of the car, briefly sending it over a curb and into a ditch before regaining control. A witness observed this and informed an officer of the Oklahoma Highway Patrol, Patrolman Larry Crabtree, who followed their car and pulled it over. When Crabtree was within about six feet of the car, Eddings stuck the shotgun out of the window and fired it, killing Crabtree, then immediately drove the car away. At trial, the defense presented evidence of circumstances mitigating Eddings’ guilt, including the details of his extensive juvenile record in Missouri. Eddings’ parents divorced when he was five, after which he was shuffled between his mother’s house and his father’s house and also spent some time in a group home. Witnesses testified that Eddings was emotionally disturbed and at a level several years below his age in terms of mental and emotional development. A state psychologist testified that Eddings had a sociopathic or antisocial personality disorder. The state provided evidence of aggravating circumstances. Oklahoma alleged 1) that the murder was especially heinous, atrocious or cruel, 2) that the crime was committed to avoid a lawful arrest, and 3) that there was a probability that the defendant would commit more criminal acts of violence constituting a threat to society. The trial judge found that the state proved all three aggravating circumstances beyond a reasonable doubt. The judge also found that Eddings’ age was a mitigating factor of great weight, but would not consider evidence of Eddings’ “violent background.” The judge then found that the aggravating circumstances proven by the state outweighed the fact of Eddings’ age and sentenced him to death. The Court of Criminal Appeals of Oklahoma affirmed the sentence, also holding that Eddings' death penalty sentence did not constitute cruel and unusual punishment under the Eighth and Fourteenth Amendments.",1
"Terry Whitman works as an air traffic assistant for the Federal Aviation Administration (which is part of the Department of Transportation). Federal law requires that FAA employees who perform ""safety-sensitive functions"" submit to random drug tests. Whitman brought suit in federal district court, claiming that the FAA was testing him for substance abuse three times more often than other people holding similar positions. The disproportionate testing, he argued, violated his ""First Amendment right to privacy"" as well as his statutory rights, because the testing was not truly random. The district court dismissed the suit, finding that the Civil Service Reform Act requires complaint's like Whitman's to be decided through the arbitration procedures set forth in the collective bargaining agreement between the FAA and the National Association of Government Employees. The Ninth Circuit Court of Appeals affirmed.",1
